고객ID,feature
201082828,"[0.0, 0.0, 0.0, 0.2543723970146392, 0.0, 0.0, 0.7456276029853609, 0.0]"
201082911,"[0.20505791444099822, 0.5053331783946763, 0.0, 0.08891681375088102, 0.0, 0.0, 0.11409981940311481, 0.08659227401032953]"
201084184,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
201086960,"[0.0, 0.0, 0.0, 0.28922401789635, 0.0, 0.0, 0.7107759821036499, 0.0]"
201087697,"[0.0, 0.0, 0.0, 0.2978865138143461, 0.0, 0.0, 0.4352333046949453, 0.2668801814907086]"
201088294,"[0.0, 0.6150584825266295, 0.0, 0.20398852322037472, 0.0, 0.0, 0.0, 0.18095299425299585]"
201089915,"[0.03391993269844733, 0.5261580666260564, 0.0, 0.13293263559402196, 0.08364273284561712, 0.1102089436051612, 0.062228634551300344, 0.05090905407939569]"
201090762,"[0.9400909115884482, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059909088411551924]"
201090943,"[0.0, 0.0, 0.35098581206247825, 0.1185038285528145, 0.18880841581714403, 0.0, 0.15151374748580998, 0.19018819608175316]"
201091610,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201093608,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201094037,"[0.0, 0.0, 0.0, 0.16351593236115802, 0.0, 0.0, 0.8364840676388421, 0.0]"
201095069,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201095372,"[0.17914945213759556, 0.11470123424569625, 0.5151177496297826, 0.014257877137518825, 0.0, 0.0, 0.12331364174104043, 0.05346004510836631]"
201098977,"[0.4055633381352032, 0.0, 0.0, 0.12620161748516934, 0.020539177368880047, 0.0, 0.3656603629336074, 0.08203550407713994]"
201099033,"[0.0, 0.13974961942274364, 0.0, 0.10881127524235638, 0.6565362907941513, 0.0, 0.0, 0.09490281454074867]"
201099579,"[0.22302421765765348, 0.0, 0.0, 0.05112202375490114, 0.0, 0.0, 0.6759269803185596, 0.049926778268885696]"
201104351,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201106424,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201107440,"[0.0, 0.0, 0.0, 0.2072533248660903, 0.0, 0.0, 0.0, 0.7927466751339097]"
201107718,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201108264,"[0.0, 0.7854528913794262, 0.0, 0.06512526041160871, 0.0, 0.0, 0.0, 0.14942184820896512]"
201109645,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201111183,"[0.15773550872888503, 0.3034524693439181, 0.0, 0.13347483981926217, 0.18398502586136492, 0.0, 0.12339173166569556, 0.09796042458087413]"
201112250,"[0.0, 0.0, 0.0, 0.2048277561902948, 0.0, 0.0, 0.24602187573877005, 0.5491503680709352]"
201112566,"[0.0, 0.0, 0.0, 0.46072336736629366, 0.0, 0.0, 0.0, 0.5392766326337064]"
201113722,"[0.0, 0.0, 0.0, 0.5143454907374508, 0.0, 0.0, 0.0, 0.4856545092625492]"
201114985,"[0.0, 0.0, 0.0, 0.7170330671891513, 0.0, 0.0, 0.0, 0.2829669328108487]"
201116127,"[0.0, 0.6273672266864335, 0.0, 0.028319307657741297, 0.15732146647232, 0.0, 0.0, 0.18699199918350512]"
201116816,"[0.0, 0.0, 0.0, 0.17626427583430065, 0.7257671265167883, 0.0, 0.0, 0.09796859764891096]"
201116831,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7433961454441252, 0.2566038545558747]"
201117343,"[0.13036403795271492, 0.2156734450988189, 0.0, 0.05016377758565902, 0.324810319220305, 0.0, 0.06838950415032136, 0.21059891599218092]"
201118218,"[0.0, 0.0, 0.0, 0.39623346890311345, 0.0, 0.0, 0.0, 0.6037665310968865]"
201118259,"[0.0, 0.0, 0.0, 0.16092785621903902, 0.8390721437809611, 0.0, 0.0, 0.0]"
201118295,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201120246,"[0.0, 0.0, 0.0, 0.5582991976649578, 0.0, 0.0, 0.0, 0.4417008023350421]"
201121937,"[0.0, 0.0, 0.0, 0.34970565810892806, 0.5547827297195778, 0.0, 0.0, 0.09551161217149425]"
201122998,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201124974,"[0.0, 0.5371837419668626, 0.0, 0.15068308967747673, 0.0, 0.0, 0.06389354159885532, 0.24823962675680536]"
201125827,"[0.13586279509118496, 0.0, 0.0, 0.6669306599445278, 0.1065459058126922, 0.0, 0.06436922521855323, 0.026291413933041782]"
201126413,"[0.0, 0.0, 0.0, 0.41134656162025435, 0.0, 0.0, 0.0, 0.5886534383797456]"
201128041,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201128523,"[0.0, 0.0, 0.0, 0.07731681430989845, 0.055232563663476605, 0.773257978676807, 0.047550199520748695, 0.046642443829069305]"
201129119,"[0.1673365346011531, 0.0, 0.0, 0.026264649442403913, 0.14401927730654554, 0.5750231750905701, 0.0, 0.08735636355932737]"
201129722,"[0.09863178539921189, 0.11324239222402449, 0.24330098812975148, 0.07972542121997946, 0.16824681664348448, 0.23996954324409905, 0.0, 0.05688305313944922]"
201131527,"[0.0, 0.0, 0.0, 0.2613502038361261, 0.0, 0.0, 0.0, 0.7386497961638739]"
201132640,"[0.0, 0.0, 0.0, 0.7218583053120492, 0.0, 0.0, 0.18926680037807614, 0.08887489430987464]"
201132654,"[0.0, 0.0, 0.0, 0.518229275059246, 0.0, 0.0, 0.0, 0.48177072494075407]"
201135300,"[0.0, 0.0, 0.0, 0.20440153579177006, 0.0, 0.0, 0.3670020482680761, 0.4285964159401539]"
201135427,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201136296,"[0.0, 0.0, 0.0, 0.7802246644036558, 0.0, 0.0, 0.0, 0.2197753355963442]"
201137388,"[0.5139657106011403, 0.0, 0.0, 0.24201163087063143, 0.0, 0.0, 0.0, 0.2440226585282283]"
201138201,"[0.10348656429421939, 0.13654248368568803, 0.0, 0.056243423193099815, 0.0, 0.2781077508675924, 0.3024357496533609, 0.12318402830603968]"
201140248,"[0.0, 0.0, 0.0, 0.1481869349850117, 0.0, 0.0, 0.6146043656515597, 0.23720869936342853]"
201141009,"[0.0, 0.0, 0.0, 0.017054014861360038, 0.0, 0.9829459851386401, 0.0, 0.0]"
201141610,"[0.19238129973115592, 0.19569615421398345, 0.0, 0.027939192797888788, 0.30173734947116454, 0.0, 0.0, 0.2822460037858074]"
201143250,"[0.0, 0.0, 0.0, 0.6412247800579061, 0.0, 0.0, 0.0, 0.358775219942094]"
201143272,"[0.0, 0.0, 0.0, 0.13099324114800523, 0.0, 0.0, 0.7563291781303121, 0.11267758072168271]"
201143782,"[0.0, 0.0, 0.0, 0.2958442669459535, 0.20759901951169196, 0.0, 0.17715777624951765, 0.3193989372928369]"
201145965,"[0.0, 0.0, 0.0, 0.13144458214737215, 0.6135342317822804, 0.0, 0.09701735972010939, 0.15800382635023796]"
201146398,"[0.0, 0.0, 0.0, 0.5876974453203972, 0.1788992720829878, 0.0, 0.17119509980400757, 0.06220818279260735]"
201147082,"[0.0, 0.0, 0.35693801208390663, 0.08234501106637586, 0.3036779037358622, 0.0, 0.0, 0.2570390731138552]"
201149095,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201150893,"[0.0, 0.0, 0.0, 0.33503354121298284, 0.0, 0.0, 0.0, 0.6649664587870172]"
201151379,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201153695,"[0.0, 0.12537978239050598, 0.0, 0.12669625885393077, 0.4070413429434468, 0.0, 0.1625524085373712, 0.17833020727474524]"
201155060,"[0.0, 0.0, 0.0, 0.0749769328804857, 0.0, 0.0, 0.9250230671195142, 0.0]"
201155114,"[0.0, 0.0, 0.0, 0.03209098920728708, 0.0, 0.9491971693453564, 0.0, 0.018711841447356475]"
201156232,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201156356,"[0.539278792544539, 0.1561007120694922, 0.0, 0.04379328262523392, 0.14453910034339448, 0.0, 0.04457365460155808, 0.07171445781578224]"
201156704,"[0.0, 0.0, 0.0, 0.08583085009990639, 0.7766938419666154, 0.0, 0.0669004702836354, 0.0705748376498428]"
201158456,"[0.0, 0.1757196242413668, 0.7512712920400346, 0.04830349588616975, 0.0, 0.0, 0.0, 0.02470558783242878]"
201158986,"[0.0, 0.0, 0.0, 0.42118651294740395, 0.0, 0.0, 0.0, 0.578813487052596]"
201159498,"[0.0, 0.0, 0.0, 0.09778362413516595, 0.902216375864834, 0.0, 0.0, 0.0]"
201163805,"[0.0, 0.0, 0.0, 0.05839055480361675, 0.28937199010993725, 0.0, 0.6522374550864459, 0.0]"
201164766,"[0.0, 0.4530675098295179, 0.0, 0.01614692741733562, 0.10593784911905985, 0.0, 0.2418581304319627, 0.1829895832021239]"
201164881,"[0.0, 0.3154619801261562, 0.0, 0.24912345548771964, 0.1668536408845647, 0.0, 0.0813383413195096, 0.18722258218204987]"
201167396,"[0.0, 0.0, 0.0, 0.3470098737147112, 0.0, 0.0, 0.5407021937135107, 0.1122879325717781]"
201168617,"[0.25704980609410644, 0.0, 0.0, 0.7429501939058937, 0.0, 0.0, 0.0, 0.0]"
201168700,"[0.0, 0.345202196333033, 0.0, 0.045876722245717066, 0.0, 0.4244636551676689, 0.0, 0.184457426253581]"
201169091,"[0.10670505643954993, 0.0, 0.4255087327770512, 0.017999637641387085, 0.17551631426535566, 0.0, 0.14725513587501923, 0.1270151230016369]"
201170514,"[0.0, 0.1296946441811433, 0.37935696820057, 0.09483933718985965, 0.243183906862811, 0.0, 0.0872374962101272, 0.06568764735548883]"
201170630,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201172040,"[0.0, 0.0, 0.0, 0.3988877072775918, 0.19486594214377173, 0.0, 0.27652737900765073, 0.12971897157098572]"
201173323,"[0.0, 0.0, 0.0, 0.3009087189985771, 0.0, 0.0, 0.49233011988389463, 0.20676116111752826]"
201174207,"[0.146547603243502, 0.0, 0.0, 0.15486225534249745, 0.41344772956620446, 0.0, 0.0, 0.28514241184779604]"
201178903,"[0.0, 0.0, 0.0, 0.5753826875725514, 0.0, 0.0, 0.0, 0.42461731242744866]"
201178983,"[0.19570406131876278, 0.0, 0.0, 0.12580581592442722, 0.0, 0.4112849862041178, 0.08855136942683578, 0.17865376712585634]"
201179569,"[0.0, 0.0, 0.0, 0.09950074839007303, 0.0, 0.0, 0.5735684606096186, 0.3269307910003083]"
201183216,"[0.0, 0.0, 0.0, 0.690665840943806, 0.0, 0.0, 0.22319230874645665, 0.08614185030973738]"
201183471,"[0.20797059261049122, 0.4231081214270958, 0.0, 0.2823471682090222, 0.0, 0.0, 0.0, 0.08657411775339081]"
201185230,"[0.0, 0.0, 0.0, 0.38112816067819066, 0.4963835526697056, 0.0, 0.0, 0.12248828665210362]"
201188195,"[0.0, 0.7215484189754501, 0.0, 0.03176587722694125, 0.0, 0.0, 0.0, 0.24668570379760876]"
201189831,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201189857,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201190337,"[0.0, 0.0, 0.0, 0.42616935836532865, 0.32540594537523637, 0.0, 0.0, 0.24842469625943495]"
201190678,"[0.0, 0.0, 0.0, 0.35628297151877103, 0.0, 0.0, 0.44277030586867216, 0.20094672261255683]"
201191550,"[0.0, 0.0, 0.0, 0.12380091707471655, 0.2971375243437138, 0.0, 0.455540691571914, 0.12352086700965566]"
201193507,"[0.19029152724702364, 0.1962357109447013, 0.0, 0.04917005953402295, 0.14180822942304072, 0.21198280698396146, 0.050410650927547505, 0.1601010149397024]"
201194531,"[0.8492119017713022, 0.0, 0.0, 0.1507880982286977, 0.0, 0.0, 0.0, 0.0]"
201199660,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201200661,"[0.0, 0.0, 0.4614761149417075, 0.06247910048330454, 0.1275144060462114, 0.0, 0.3073524984233295, 0.04117788010544704]"
201200792,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201201721,"[0.0, 0.0, 0.0, 0.33926390155563885, 0.0, 0.0, 0.0, 0.6607360984443612]"
201202013,"[0.17784410396543965, 0.0, 0.0, 0.15482400306446795, 0.19451947160479321, 0.0, 0.30095731036917434, 0.17185511099612488]"
201203814,"[0.0, 0.0, 0.0, 0.7642199187810658, 0.0, 0.0, 0.0, 0.2357800812189342]"
201204082,"[0.0, 0.0, 0.0, 0.13982646061569848, 0.12641565650418723, 0.4633878617592825, 0.16916884738173607, 0.10120117373909579]"
201205529,"[0.0, 0.0, 0.0, 0.04111581815281704, 0.6598727558105085, 0.0, 0.21433964019094395, 0.08467178584573043]"
201205673,"[0.0, 0.1231737600513042, 0.0, 0.14473505329826938, 0.18991749751831372, 0.0, 0.368884511385864, 0.1732891777462487]"
201206448,"[0.0782735905576012, 0.0, 0.0, 0.12621829315750752, 0.23799921976271982, 0.0, 0.3514384418227197, 0.2060704546994517]"
201207022,"[0.5864074226842172, 0.0, 0.0, 0.14974507549084212, 0.10393734423786745, 0.0, 0.04224509113908626, 0.1176650664479871]"
201209324,"[0.0, 0.0, 0.0, 0.2950197138685438, 0.0, 0.0, 0.5760876713086864, 0.12889261482276973]"
201209749,"[0.0, 0.0, 0.47893958317052465, 0.20279005767079022, 0.0, 0.0, 0.17691891627954853, 0.14135144287913673]"
201211252,"[0.0, 0.0, 0.0, 0.14721687914702197, 0.4582616438247236, 0.0, 0.3945214770282544, 0.0]"
201212601,"[0.0, 0.0, 0.0, 0.0333828477048116, 0.18026383326669607, 0.6177339994255067, 0.0, 0.1686193196029856]"
201213263,"[0.10967940913246634, 0.0, 0.12657576882315666, 0.3956733153277837, 0.15222678663103315, 0.0, 0.014652192322949611, 0.20119252776261048]"
201213799,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201213926,"[0.0, 0.0, 0.0, 0.0, 0.8768974848051684, 0.0, 0.0, 0.12310251519483163]"
201214277,"[0.0, 0.0, 0.0, 0.5339050298302617, 0.4660949701697383, 0.0, 0.0, 0.0]"
201214783,"[0.10563690236493822, 0.20499300105310342, 0.0, 0.1398064954341437, 0.17966780872968421, 0.18878273522628602, 0.12161311504738509, 0.05949994214445931]"
201214971,"[0.6021272652145921, 0.03813371763563986, 0.0, 0.03513580197457329, 0.184244899932691, 0.0, 0.026227337063368363, 0.11413097817913533]"
201215698,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201216440,"[0.0, 0.0, 0.0, 0.2792031030141214, 0.0, 0.0, 0.4904799424912431, 0.23031695449463552]"
201216930,"[0.34643486506091814, 0.0, 0.0, 0.008905478392563063, 0.0, 0.6281017390856078, 0.0, 0.016557917460910843]"
201217023,"[0.0, 0.5156871033343223, 0.0, 0.1900052904803461, 0.0, 0.0, 0.0, 0.29430760618533147]"
201217287,"[0.0, 0.0, 0.8526121570708131, 0.034538531046180605, 0.0, 0.0, 0.0, 0.11284931188300631]"
201218599,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201218858,"[0.0, 0.0, 0.0, 0.18316141692488183, 0.5087557764480439, 0.0, 0.23478437197305368, 0.07329843465402054]"
201219187,"[0.0, 0.0, 0.0, 0.5291006544149888, 0.0, 0.0, 0.15872210221366664, 0.31217724337134456]"
201219277,"[0.0, 0.0, 0.8733871283977663, 0.018203104665525036, 0.0, 0.0, 0.10840976693670872, 0.0]"
201219423,"[0.0, 0.8427788050159434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1572211949840566]"
201219731,"[0.0, 0.7503823256790232, 0.0, 0.060002693737862, 0.0, 0.0, 0.1140505968933372, 0.07556438368977775]"
201226144,"[0.0, 0.0, 0.0, 0.30654788907319674, 0.0, 0.0, 0.0, 0.6934521109268033]"
201226302,"[0.12784359796958436, 0.5395023399705084, 0.0, 0.09433194469960336, 0.11980173329296508, 0.0, 0.0, 0.11852038406733871]"
201227943,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201228807,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201229090,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201229761,"[0.062115358144246804, 0.6531391644120484, 0.0, 0.05849666161199812, 0.0, 0.1901881579126612, 0.0, 0.03606065791904548]"
201231448,"[0.0, 0.0, 0.0, 0.4621257451590985, 0.0, 0.0, 0.0, 0.5378742548409016]"
201233213,"[0.0, 0.18015710729342857, 0.0, 0.18548288472602165, 0.17950270014817327, 0.0, 0.12050195015904645, 0.33435535767333]"
201233486,"[0.2584329818854037, 0.0, 0.0, 0.07226430043106276, 0.11035628224820387, 0.0, 0.5217268217065258, 0.037219613728803905]"
201233730,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201234540,"[0.0, 0.0, 0.0, 0.35606950143101235, 0.5493535722714801, 0.0, 0.0, 0.09457692629750752]"
201238683,"[0.4651249022903505, 0.17663605851134678, 0.0, 0.2639507756584657, 0.0, 0.0, 0.0, 0.09428826353983699]"
201239163,"[0.7643421108569488, 0.0, 0.0, 0.046014091348451774, 0.0, 0.0, 0.0, 0.1896437977945995]"
201244699,"[0.0, 0.7397998735176073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26020012648239266]"
201248214,"[0.0, 0.0, 0.9791428881194311, 0.016063450277048957, 0.0, 0.0, 0.0, 0.004793661603519936]"
201249278,"[0.0, 0.0, 0.6976190064854457, 0.10348670186296757, 0.08747406623399331, 0.0, 0.07803826081783966, 0.033381964599753615]"
201250384,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201250557,"[0.11083230594307274, 0.11274201840842629, 0.0, 0.03349189017097278, 0.2585528755007184, 0.3186004457587001, 0.07998985374974266, 0.08579061046836696]"
201250713,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8185361860636563, 0.18146381393634373]"
201252121,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201252441,"[0.0, 0.0, 0.0, 0.06876832047389307, 0.0, 0.0, 0.0, 0.931231679526107]"
201252834,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
201254679,"[0.25307402594006906, 0.24512852712823316, 0.0, 0.16617754372416718, 0.1645378633680452, 0.0, 0.14275513679858035, 0.028326903040904933]"
201255361,"[0.0, 0.0, 0.0, 0.16746431807809536, 0.8325356819219045, 0.0, 0.0, 0.0]"
201256362,"[0.0, 0.0, 0.0, 0.5236055338269476, 0.0, 0.0, 0.0, 0.47639446617305226]"
201257997,"[0.0, 0.0, 0.32821464772721326, 0.12542433462144864, 0.0, 0.0, 0.5242200159232895, 0.022141001728048535]"
201258601,"[0.0, 0.0, 0.0, 0.1031645843082613, 0.34484232091904726, 0.0, 0.3713168640644357, 0.18067623070825573]"
201258934,"[0.0, 0.0, 0.0, 0.7141913862822712, 0.0, 0.0, 0.0, 0.28580861371772864]"
201260756,"[0.23512556749249452, 0.3102299238783927, 0.0, 0.1586494644698678, 0.0, 0.0, 0.08224970497679587, 0.2137453391824492]"
201261804,"[0.4899185086677929, 0.0, 0.0, 0.08423523643583916, 0.0, 0.0, 0.3970413075227696, 0.02880494737359828]"
201262305,"[0.0, 0.0, 0.0, 0.12495532207600167, 0.0, 0.0, 0.0, 0.8750446779239983]"
201263360,"[0.0, 0.0, 0.0, 0.0, 0.8397310149819466, 0.0, 0.0, 0.16026898501805345]"
201264573,"[0.0, 0.0, 0.0, 0.5469857536332826, 0.0, 0.0, 0.14627472178412612, 0.3067395245825911]"
201265298,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201265815,"[0.0, 0.0, 0.0, 0.6264806056266292, 0.0, 0.0, 0.0, 0.37351939437337084]"
201265913,"[0.8065225431656177, 0.0, 0.0, 0.09868733740225712, 0.0, 0.0, 0.06392363576135095, 0.030866483670774304]"
201266640,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201267570,"[0.7730235704976282, 0.0, 0.0, 0.1217041701313587, 0.0, 0.0, 0.0, 0.10527225937101316]"
201270335,"[0.1771163733083362, 0.28721439234888824, 0.0, 0.08923416894085161, 0.17951375576485576, 0.0, 0.19319120401791484, 0.07373010561915333]"
201270780,"[0.0, 0.9321284464426723, 0.0, 0.0678715535573276, 0.0, 0.0, 0.0, 0.0]"
201271319,"[0.0, 0.0, 0.0, 0.0, 0.567026157492748, 0.0, 0.0, 0.432973842507252]"
201271329,"[0.1194792892409688, 0.0, 0.416269849287138, 0.1568264838499965, 0.10283062769644254, 0.0, 0.0, 0.20459374992545407]"
201271774,"[0.15300047958405663, 0.15563677701178338, 0.0, 0.06990610972392804, 0.32183816616803196, 0.0, 0.0851336420577605, 0.21448482545443934]"
201273976,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201274806,"[0.0, 0.0, 0.0, 0.11158046356916136, 0.0, 0.0, 0.8538171804988471, 0.03460235593199154]"
201274919,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201275040,"[0.0, 0.4551460126154748, 0.0, 0.16493083855017518, 0.32325930107977047, 0.0, 0.0, 0.056663847754579465]"
201275712,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201278222,"[0.0, 0.0, 0.0, 0.25295511445926816, 0.0, 0.0, 0.0, 0.7470448855407318]"
201279027,"[0.0, 0.9247203484499211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07527965155007886]"
201283953,"[0.0, 0.579400616576333, 0.0, 0.11873620398122876, 0.16743257139388049, 0.0, 0.1083610831424426, 0.026069524906115076]"
201284449,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201284718,"[0.0, 0.0, 0.0, 0.23882758519633548, 0.0, 0.0, 0.6788184208827565, 0.0823539939209079]"
201287800,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201288696,"[0.0, 0.5306192488507206, 0.0, 0.4693807511492794, 0.0, 0.0, 0.0, 0.0]"
201292411,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201292715,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201293311,"[0.0, 0.0, 0.0, 0.11740502941322314, 0.23819998044660487, 0.0, 0.11880428179487204, 0.5255907083453]"
201294400,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201294562,"[0.0, 0.0, 0.0, 0.6125136169502962, 0.2703524478461767, 0.0, 0.0, 0.1171339352035271]"
201297929,"[0.0, 0.0, 0.0, 0.5318022626545384, 0.0, 0.0, 0.0, 0.4681977373454617]"
201298814,"[0.1263699145764601, 0.033166057606509126, 0.7062493253559763, 0.03108258174715135, 0.0, 0.0, 0.025547572452406082, 0.07758454826149704]"
201301163,"[0.9085858696453343, 0.0, 0.0, 0.05438918740679243, 0.0, 0.0, 0.0, 0.037024942947873264]"
201301238,"[0.0, 0.0, 0.0, 0.2644461359348346, 0.0, 0.0, 0.0, 0.7355538640651654]"
201303616,"[0.0, 0.8129550988423067, 0.0, 0.021158877421346617, 0.0, 0.0, 0.0, 0.1658860237363467]"
201305448,"[0.0, 0.0, 0.0, 0.35788976163074737, 0.2468076522100124, 0.0, 0.39530258615924024, 0.0]"
201305806,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201306070,"[0.9181830019967598, 0.0, 0.0, 0.029003386752457328, 0.0, 0.0, 0.0, 0.052813611250782856]"
201307098,"[0.0, 0.0, 0.8672206097055147, 0.01897026457636096, 0.044391046711277055, 0.0, 0.0, 0.06941807900684738]"
201307533,"[0.0, 0.0, 0.0, 0.2704813301440718, 0.0, 0.0, 0.6784399766345838, 0.051078693221344514]"
201311343,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201311934,"[0.0, 0.0, 0.0, 0.31052742581374126, 0.0, 0.0, 0.4240039135314969, 0.2654686606547617]"
201312859,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201313418,"[0.0, 0.0, 0.0, 0.1942693038860635, 0.0, 0.0, 0.8057306961139366, 0.0]"
201314847,"[0.0, 0.0, 0.0, 0.2270851143014456, 0.16730194944885388, 0.0, 0.32963972541726466, 0.27597321083243587]"
201315097,"[0.0, 0.6686951004257109, 0.0, 0.08939368381384877, 0.0, 0.0, 0.2017440244806498, 0.040167191279790515]"
201315436,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201316883,"[0.120353021198878, 0.03549036720440061, 0.5972815904516273, 0.03661454998516506, 0.05246889791011897, 0.0, 0.0, 0.15779157324981022]"
201317195,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201319434,"[0.0, 0.0, 0.0, 0.2308958202970122, 0.0, 0.0, 0.580579234194458, 0.18852494550852988]"
201320716,"[0.0, 0.12648606375522856, 0.0, 0.11640854454031697, 0.10249064509024199, 0.4879261676985343, 0.08845015135044508, 0.07823842756523304]"
201321868,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201324506,"[0.0, 0.6759587175442914, 0.0, 0.10838359045063649, 0.0, 0.0, 0.0, 0.21565769200507204]"
201324688,"[0.0, 0.0, 0.0, 0.2046070997279729, 0.32061748317296496, 0.0, 0.0, 0.47477541709906224]"
201330283,"[0.17742779233486455, 0.02497772367314399, 0.4029128024278414, 0.06713427152072096, 0.05356587864028615, 0.1629427168207609, 0.009245546398466321, 0.10179326818391583]"
201332378,"[0.7473353935683377, 0.0, 0.0, 0.08844764390227385, 0.0, 0.0, 0.10462759279345932, 0.059589369735929223]"
201332490,"[0.08461196094946269, 0.07135645324115149, 0.24439715396975284, 0.0521110552358833, 0.06573519197270804, 0.1885137109988167, 0.0, 0.2932744736322249]"
201332807,"[0.0, 0.0, 0.0, 0.25042486458062546, 0.0, 0.0, 0.0, 0.7495751354193745]"
201332885,"[0.0, 0.0, 0.0, 0.12194569741366185, 0.8780543025863382, 0.0, 0.0, 0.0]"
201336376,"[0.0, 0.0, 0.0, 0.08954614665279013, 0.0, 0.0, 0.9104538533472099, 0.0]"
201336958,"[0.0, 0.0, 0.0, 0.23658989305265138, 0.394960913051254, 0.0, 0.0, 0.3684491938960947]"
201337321,"[0.0, 0.0, 0.0, 0.14614170353206307, 0.0, 0.0, 0.0, 0.8538582964679369]"
201339478,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201340624,"[0.17044062659739004, 0.11244158425429791, 0.0, 0.06949628177753686, 0.25260726930483657, 0.0, 0.13709661777619564, 0.25791762028974297]"
201340924,"[0.0, 0.0, 0.0, 0.09807776861626463, 0.7573259250080564, 0.0, 0.0, 0.1445963063756788]"
201342172,"[0.4441169633700428, 0.0, 0.0, 0.2821095969475896, 0.21941678802372752, 0.0, 0.0, 0.05435665165864008]"
