고객ID,feature
200238425,"[0.0, 0.0, 0.0, 0.4175623245976921, 0.0, 0.0, 0.5824376754023078, 0.0]"
200240260,"[0.05711369698125978, 0.0, 0.0, 0.1204583330344899, 0.21295201605699957, 0.3604413930171866, 0.16691271837852534, 0.08212184253153901]"
200243102,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200243105,"[0.0, 0.0, 0.0, 0.027016909685265662, 0.05945637265406718, 0.9135267176606672, 0.0, 0.0]"
200243773,"[0.5289835929146915, 0.2030889803337312, 0.0, 0.0, 0.2176123497456113, 0.0, 0.0, 0.050315077005966]"
200244973,"[0.0, 0.0, 0.0, 0.10409056881417306, 0.0, 0.6797147787776328, 0.12660753135692843, 0.08958712105126582]"
200245279,"[0.0, 0.0, 0.0, 0.5324469077581008, 0.22792624291126623, 0.0, 0.06973154461144085, 0.16989530471919215]"
200245959,"[0.0, 0.0, 0.0, 0.6143811134803907, 0.38561888651960924, 0.0, 0.0, 0.0]"
200252531,"[0.0, 0.23774325285145345, 0.0, 0.21366743028871674, 0.16196616356379984, 0.0, 0.18389831166762488, 0.20272484162840498]"
200253627,"[0.0, 0.0, 0.0, 0.15975835257295445, 0.8402416474270455, 0.0, 0.0, 0.0]"
200253958,"[0.07407731037431062, 0.0865464839136039, 0.0, 0.16719914557374208, 0.2946575377342707, 0.0, 0.13732461642786506, 0.24019490597620774]"
200255411,"[0.0, 0.0, 0.0, 0.2522341052621479, 0.0, 0.0, 0.747765894737852, 0.0]"
200255544,"[0.0, 0.0, 0.0, 0.22021872259545186, 0.0, 0.0, 0.0, 0.7797812774045482]"
200255861,"[0.5510427344740726, 0.0, 0.0, 0.16838515088765796, 0.13222649597508543, 0.0, 0.0, 0.14834561866318402]"
200257153,"[0.4416863385110984, 0.18624536181147772, 0.0, 0.07163823974450444, 0.08578673726487465, 0.0, 0.0, 0.2146433226680449]"
200258502,"[0.05103829034616152, 0.0, 0.1906724867097146, 0.05034501678823341, 0.08395152869853201, 0.5261528781385787, 0.058907255015776656, 0.038932544303003254]"
200259507,"[0.0, 0.0, 0.0, 0.6377382896018663, 0.0, 0.0, 0.36226171039813365, 0.0]"
200260663,"[0.0, 0.11911271601270565, 0.0, 0.1285798369055278, 0.19684914542896662, 0.0, 0.49145316777035786, 0.0640051338824421]"
200261150,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200262873,"[0.37125611707764306, 0.0, 0.0, 0.2322603025594153, 0.0, 0.0, 0.3043698278992132, 0.09211375246372847]"
200263658,"[0.25963297908556876, 0.0, 0.0, 0.26479590869676917, 0.0, 0.0, 0.47557111221766213, 0.0]"
200267608,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200267772,"[0.0, 0.0, 0.0, 0.7032587211121729, 0.0, 0.0, 0.0, 0.29674127888782714]"
200269793,"[0.0, 0.8250206748927805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17497932510721953]"
200270352,"[0.0, 0.0, 0.0, 0.17744303457436386, 0.4175222234209758, 0.0, 0.0, 0.4050347420046603]"
200271060,"[0.24618681640621431, 0.0, 0.34790685985906133, 0.08406193652285339, 0.20398289980757284, 0.0, 0.04566168760656671, 0.07219979979773146]"
200274020,"[0.0, 0.0, 0.0, 0.3502957516100222, 0.0, 0.0, 0.5826634203043131, 0.06704082808566482]"
200274499,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200276108,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
200276538,"[0.6429098691900992, 0.0427883405751678, 0.0, 0.13133135319140982, 0.05334259077724429, 0.0, 0.06628800604693916, 0.06333984021913969]"
200276760,"[0.0, 0.0, 0.0, 0.3675987887006663, 0.0, 0.0, 0.0, 0.6324012112993337]"
200277838,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200280681,"[0.1461584377047864, 0.0, 0.0, 0.23539705506767847, 0.0950259394018258, 0.0, 0.3167432798759966, 0.20667528794971288]"
200282849,"[0.0, 0.0, 0.0, 0.2173946494675628, 0.7826053505324372, 0.0, 0.0, 0.0]"
200283869,"[0.0, 0.5578312508560697, 0.0, 0.20217873012486254, 0.0, 0.0, 0.10766377932410819, 0.13232623969495969]"
200285489,"[0.07902264788150776, 0.2356041734781883, 0.0, 0.22707649430917418, 0.22215543842539426, 0.0, 0.08642133949027696, 0.14971990641545854]"
200286029,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200287620,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200290263,"[0.0, 0.0, 0.0, 0.36443308786028406, 0.19061496529883026, 0.0, 0.2281666794844957, 0.21678526735639014]"
200290967,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
200291145,"[0.0, 0.0, 0.0, 0.1178914538039673, 0.0, 0.0, 0.567931308744025, 0.3141772374520077]"
200291645,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200297266,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200297620,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200297797,"[0.0, 0.0, 0.0, 0.8029414516710526, 0.0, 0.0, 0.0, 0.19705854832894742]"
200298764,"[0.21430691977371522, 0.19415582372517926, 0.0, 0.06847603629620212, 0.18007659707904947, 0.0, 0.034746802820204814, 0.3082378203056491]"
200298877,"[0.32871097367538193, 0.0, 0.0, 0.22196768066353312, 0.0, 0.0, 0.3857110227067223, 0.06361032295436261]"
200299501,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
200302401,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
200303202,"[0.40291064897885953, 0.0, 0.0, 0.23134711664563118, 0.23498046435317313, 0.0, 0.07047145566502121, 0.060290314357314974]"
200304992,"[0.14082965170956624, 0.0, 0.0, 0.05742256029696068, 0.14273587037280927, 0.0, 0.5408110202766369, 0.11820089734402695]"
200309537,"[0.0, 0.0, 0.0, 0.6515340338994458, 0.0, 0.0, 0.34846596610055436, 0.0]"
200312480,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200315078,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200315778,"[0.0, 0.0, 0.0, 0.5066423445917756, 0.0, 0.0, 0.0, 0.4933576554082245]"
200315908,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200319411,"[0.0, 0.0, 0.0, 0.0, 0.9656184693791009, 0.0, 0.03438153062089909, 0.0]"
200319776,"[0.0, 0.0, 0.0, 0.76169486086, 0.0, 0.0, 0.0, 0.23830513913999996]"
200319983,"[0.4567299015177825, 0.0, 0.0, 0.37986254328410446, 0.0, 0.0, 0.0, 0.16340755519811304]"
200320002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200320613,"[0.0, 0.0, 0.0, 0.06932640232226207, 0.0709442567804289, 0.0, 0.7583552702106329, 0.10137407068667613]"
200323293,"[0.0, 0.0, 0.0, 0.23858966419861485, 0.639379874100242, 0.0, 0.0, 0.12203046170114325]"
200323696,"[0.0, 0.0, 0.0, 0.5442235464655477, 0.0, 0.0, 0.0, 0.45577645353445223]"
200326006,"[0.6294153405213987, 0.0, 0.0, 0.2603728055597472, 0.0, 0.0, 0.0, 0.11021185391885421]"
200326019,"[0.0, 0.0, 0.0, 0.04899853194658419, 0.0, 0.0, 0.7685279280075689, 0.18247354004584712]"
200327020,"[0.3644360193153968, 0.3014603300043548, 0.0, 0.2690761344509608, 0.0, 0.0, 0.0, 0.06502751622928774]"
200327065,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200331950,"[0.567969162151932, 0.0, 0.0, 0.10698379616353218, 0.0, 0.0, 0.0, 0.32504704168453585]"
200333944,"[0.0, 0.0, 0.8346105328120798, 0.0, 0.0, 0.0, 0.09369752699401586, 0.07169194019390429]"
200337233,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200338360,"[0.0, 0.0, 0.0, 0.061441724671370046, 0.0, 0.7434946621043004, 0.0, 0.1950636132243295]"
200338641,"[0.0, 0.0, 0.0, 0.08351810183180823, 0.6817434567727725, 0.0, 0.0, 0.23473844139541922]"
200339111,"[0.0, 0.0, 0.0, 0.18535765099677154, 0.0, 0.0, 0.8146423490032284, 0.0]"
200341513,"[0.0, 0.0, 0.0, 0.6719030864595722, 0.0, 0.0, 0.0, 0.32809691354042786]"
200341730,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7620820341891189, 0.2379179658108811]"
200343178,"[0.33669808916119115, 0.0, 0.0, 0.11162268957258328, 0.33145417204531963, 0.0, 0.1117186941756188, 0.10850635504528706]"
200343512,"[0.0, 0.0972290637412412, 0.0, 0.10450381878327943, 0.4084886256359493, 0.0, 0.14453771789552042, 0.24524077394400962]"
200343897,"[0.07740789965682592, 0.2541818627863654, 0.0, 0.12705449745495412, 0.12732619892746555, 0.0, 0.11151152979940437, 0.3025180113749847]"
200345065,"[0.0, 0.0, 0.0, 0.5466257247790237, 0.0, 0.0, 0.0, 0.45337427522097623]"
200349126,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200349363,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200349825,"[0.0, 0.48561556747053136, 0.0, 0.19503689898089566, 0.0, 0.0, 0.15425533785090728, 0.16509219569766567]"
200351618,"[0.0, 0.0, 0.0, 0.11947837922478305, 0.0, 0.7689461588578445, 0.08004422840312239, 0.03153123351425016]"
200353518,"[0.4046269457711118, 0.19351337268963154, 0.0, 0.12644930366060048, 0.041650597074792656, 0.0, 0.07771409732976714, 0.1560456834740963]"
200353639,"[0.0, 0.0, 0.0, 0.29201226079602605, 0.0, 0.0, 0.4568832340421545, 0.25110450516181937]"
200354757,"[0.0, 0.0, 0.0, 0.36164293861582336, 0.6383570613841767, 0.0, 0.0, 0.0]"
200356353,"[0.6515943133325498, 0.0, 0.0, 0.041733218985361815, 0.18693296182426927, 0.0, 0.0, 0.11973950585781908]"
200356515,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200356763,"[0.0, 0.0, 0.0, 0.06814219134073703, 0.5492560764987057, 0.0, 0.2519268078256348, 0.13067492433492245]"
200358050,"[0.0, 0.0, 0.0, 0.4280123121931735, 0.0, 0.0, 0.0, 0.5719876878068265]"
200359604,"[0.0, 0.0, 0.0, 0.4564621957181731, 0.0, 0.0, 0.15312765244401932, 0.3904101518378076]"
200360725,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200361592,"[0.0, 0.0, 0.0, 0.3075183029838521, 0.0, 0.0, 0.6924816970161479, 0.0]"
200361919,"[0.40963226235270944, 0.0, 0.0, 0.2926463011127118, 0.0, 0.0, 0.0, 0.2977214365345787]"
200361992,"[0.24785674059675517, 0.1312565041544172, 0.0, 0.0255395666115357, 0.41030050817789016, 0.0, 0.0, 0.18504668045940165]"
200362651,"[0.0, 0.0, 0.0, 0.3845060031246601, 0.0, 0.0, 0.0, 0.61549399687534]"
200363967,"[0.0, 0.46422353636647073, 0.0, 0.08033626105454059, 0.15867855950484205, 0.0, 0.07638490385894367, 0.22037673921520295]"
200364308,"[0.0, 0.0, 0.0, 0.1404408477994971, 0.0, 0.0, 0.8156868823432094, 0.04387226985729335]"
200365258,"[0.0, 0.0, 0.0, 0.1400869627725911, 0.4717191711603749, 0.0, 0.0, 0.3881938660670341]"
200365364,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200365637,"[0.0, 0.0, 0.0, 0.5474152495476923, 0.0, 0.0, 0.4525847504523078, 0.0]"
200366763,"[0.0, 0.0, 0.0, 0.47565718211158975, 0.3078965702628529, 0.0, 0.0, 0.21644624762555742]"
200367940,"[0.0, 0.0, 0.0, 0.3788488686892248, 0.12842040397639307, 0.0, 0.20568615824069308, 0.28704456909368903]"
200368853,"[0.0, 0.0, 0.0, 0.1809891757232919, 0.0, 0.6698240267630631, 0.0, 0.14918679751364503]"
200369675,"[0.0, 0.21046470892793775, 0.5557478342180989, 0.12144147207329813, 0.0, 0.0, 0.0, 0.11234598478066535]"
200369826,"[0.0, 0.8530274900487302, 0.0, 0.14697250995126981, 0.0, 0.0, 0.0, 0.0]"
200370687,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200371949,"[0.0, 0.0, 0.0, 0.10579504377683656, 0.8942049562231634, 0.0, 0.0, 0.0]"
200373663,"[0.0, 0.0, 0.0, 0.07973354406918116, 0.0, 0.0, 0.8838322891462991, 0.03643416678451981]"
200375047,"[0.0, 0.0, 0.0, 0.06280927136394124, 0.6783267935000197, 0.0, 0.0, 0.25886393513603917]"
200375670,"[0.7118488704593066, 0.0, 0.0, 0.14639068694269083, 0.0, 0.0, 0.0, 0.14176044259800266]"
200377517,"[0.0, 0.0, 0.0, 0.2974893849986966, 0.0, 0.0, 0.6150186754951664, 0.087491939506137]"
200377690,"[0.0, 0.0, 0.0, 0.23406657180594143, 0.0, 0.0, 0.7659334281940585, 0.0]"
200378184,"[0.0, 0.0, 0.0, 0.22754138732714213, 0.0, 0.0, 0.5454216293511428, 0.2270369833217151]"
200378970,"[0.0, 0.0, 0.0, 0.4090125403232852, 0.0, 0.0, 0.4451613543298617, 0.14582610534685306]"
200379130,"[0.0, 0.0, 0.0, 0.19751860385006817, 0.43950761645999237, 0.0, 0.19310153872616406, 0.16987224096377537]"
200379890,"[0.20049284441993845, 0.0, 0.7995071555800616, 0.0, 0.0, 0.0, 0.0, 0.0]"
200381122,"[0.27165282770407906, 0.0, 0.0, 0.09361658163440587, 0.0, 0.0, 0.4085630003451124, 0.22616759031640266]"
200381710,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
200381970,"[0.0, 0.3774624915696734, 0.0, 0.3672285997903245, 0.0, 0.0, 0.13971837566769127, 0.1155905329723108]"
200382057,"[0.9346451837944365, 0.0, 0.0, 0.06535481620556349, 0.0, 0.0, 0.0, 0.0]"
200382860,"[0.0, 0.0, 0.0, 0.01808680298027585, 0.8949697624232289, 0.0, 0.06635910612129592, 0.020584328475199292]"
200383440,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200385042,"[0.0, 0.0, 0.0, 0.16293824607273036, 0.7277588891889935, 0.0, 0.07437721088303761, 0.03492565385523859]"
200385158,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
200385833,"[0.0, 0.5919734841850429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40802651581495714]"
200387117,"[0.2608318846552075, 0.0, 0.0, 0.04093940411876648, 0.3640517871203534, 0.0, 0.22559767733557104, 0.10857924677010156]"
200387684,"[0.0, 0.0, 0.0, 0.04366724529913064, 0.0, 0.9563327547008694, 0.0, 0.0]"
200388646,"[0.3899348067303997, 0.2808381429690935, 0.0, 0.15590350570735942, 0.0, 0.0, 0.0, 0.17332354459314742]"
200388872,"[0.0, 0.6079902221177282, 0.0, 0.05703901810843873, 0.0, 0.0, 0.18088847153603502, 0.154082288237798]"
200388928,"[0.0, 0.0, 0.0, 0.5598464229913281, 0.0, 0.0, 0.0, 0.4401535770086719]"
200389231,"[0.25270807665003525, 0.0, 0.0, 0.27298721922829483, 0.0, 0.0, 0.28608618214894743, 0.18821852197272243]"
200391227,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200394371,"[0.0, 0.0, 0.0, 0.27783816971687125, 0.0, 0.0, 0.0, 0.7221618302831287]"
200395322,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200395552,"[0.0, 0.0, 0.0, 0.2734495221357047, 0.0, 0.0, 0.23459741026707745, 0.49195306759721774]"
200397246,"[0.0, 0.0, 0.8211183919363834, 0.03351378509201932, 0.0, 0.0, 0.0, 0.14536782297159725]"
200398000,"[0.0, 0.5835991966496308, 0.0, 0.0, 0.0, 0.0, 0.2718147284594855, 0.14458607489088368]"
200399157,"[0.7668502048026513, 0.0, 0.0, 0.08412865024019088, 0.04587768840917949, 0.0, 0.03729375889499164, 0.06584969765298672]"
200399507,"[0.5348276072043151, 0.19510728360188398, 0.0, 0.05876780750524297, 0.0, 0.0, 0.12023914861911782, 0.09105815306944033]"
200399944,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200403742,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
200404300,"[0.46701309798151447, 0.0, 0.0, 0.09521108464295201, 0.0, 0.0, 0.340045634284426, 0.09773018309110751]"
200404434,"[0.0, 0.0, 0.5572635224869021, 0.04293208575590356, 0.0, 0.0695482020485624, 0.2245046210195038, 0.10575156868912795]"
200405633,"[0.0, 0.0, 0.0, 0.03258434338439922, 0.9674156566156007, 0.0, 0.0, 0.0]"
200407796,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200408391,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200410882,"[0.3473184358712641, 0.09599188985377477, 0.0, 0.13930891953191096, 0.07400334087182671, 0.0, 0.14972431081056534, 0.1936531030606581]"
200414309,"[0.0, 0.0, 0.0, 0.36000318691851624, 0.4029450673978135, 0.0, 0.0, 0.23705174568367018]"
200415048,"[0.48231605119241155, 0.09368151452954107, 0.0, 0.07443486230167282, 0.18668244694486533, 0.0, 0.07584851443807865, 0.08703661059343047]"
200417023,"[0.0, 0.0, 0.0, 0.04221946764077309, 0.8008163445371719, 0.0, 0.15696418782205507, 0.0]"
200417765,"[0.0, 0.0, 0.0, 0.03349842399312482, 0.8907236840077337, 0.0, 0.0, 0.07577789199914138]"
200420917,"[0.500971040993055, 0.0, 0.0, 0.24652171797351752, 0.0, 0.0, 0.0, 0.2525072410334273]"
200421118,"[0.0, 0.6814342711158334, 0.0, 0.044067900877131506, 0.0722379568363342, 0.0, 0.11236160406799198, 0.08989826710270897]"
200422275,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.952164289495589, 0.0, 0.047835710504411065]"
200422911,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200424620,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200427111,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200428415,"[0.0, 0.0, 0.0, 0.2756426797670223, 0.0, 0.0, 0.0, 0.7243573202329777]"
200429855,"[0.2899501215090647, 0.3898098791038885, 0.0, 0.11037041622895086, 0.0, 0.0, 0.0, 0.20986958315809587]"
200432424,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
200432810,"[0.8535363338966391, 0.0, 0.0, 0.07493895066229295, 0.0, 0.0, 0.0, 0.0715247154410679]"
200432834,"[0.0874402828843158, 0.0, 0.0, 0.013724369173624322, 0.5230771530141194, 0.3495896031771449, 0.0, 0.026168591750795625]"
200434922,"[0.0, 0.0, 0.0, 0.1354330673230253, 0.0, 0.0, 0.8645669326769748, 0.0]"
200437315,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200440634,"[0.2919462910105451, 0.38520045524046037, 0.0, 0.0, 0.0, 0.0, 0.10212626623624688, 0.22072698751274764]"
200440650,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200441019,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200441172,"[0.0, 0.0, 0.6593833863163217, 0.1466717891998014, 0.0, 0.0, 0.08884137667318606, 0.10510344781069098]"
200444234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
200446240,"[0.1918029184982947, 0.0, 0.5762107898954721, 0.07214384134912272, 0.0, 0.0, 0.07777732373015253, 0.08206512652695776]"
200447162,"[0.0, 0.0, 0.0, 0.28377988224026013, 0.0, 0.0, 0.3451438749043639, 0.37107624285537594]"
200447750,"[0.0, 0.4155665703899683, 0.0, 0.0, 0.0, 0.0, 0.44676962299160433, 0.1376638066184274]"
200448067,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200450550,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200454097,"[0.6973737593989958, 0.14266486971775835, 0.0, 0.06697763994550066, 0.0, 0.0, 0.01971509061064894, 0.07326864032709618]"
200454983,"[0.0, 0.0, 0.0, 0.4095952053683651, 0.0, 0.0, 0.0, 0.5904047946316349]"
200456840,"[0.0, 0.0, 0.0, 0.32962772590948164, 0.6046853832246458, 0.0, 0.0, 0.06568689086587254]"
200457044,"[0.0, 0.37657864254708556, 0.5319139321619852, 0.02325205158796503, 0.0, 0.0, 0.0, 0.06825537370296404]"
200457674,"[0.0, 0.0923580993774945, 0.7856150558291113, 0.04062347895906151, 0.0, 0.0, 0.0, 0.08140336583433277]"
200458804,"[0.0, 0.0, 0.0, 0.8768430548574062, 0.0, 0.0, 0.0, 0.12315694514259393]"
200459098,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200459477,"[0.0, 0.19409022303653253, 0.0, 0.2054371405378828, 0.0, 0.0, 0.03658750211312548, 0.5638851343124591]"
200461312,"[0.0, 0.26554743293660027, 0.0, 0.29854551349795, 0.0, 0.0, 0.0, 0.4359070535654498]"
200462787,"[0.0, 0.6734078985592379, 0.0, 0.12942850719032314, 0.0, 0.0, 0.0, 0.19716359425043894]"
200464677,"[0.07965156970654307, 0.24951431003483496, 0.0, 0.05076321791699868, 0.13710528346735848, 0.0, 0.17881269625546042, 0.3041529226188043]"
200466988,"[0.3127090739034952, 0.17432043600713898, 0.0, 0.35546512138197073, 0.0, 0.0, 0.059946434752005465, 0.09755893395538946]"
200467196,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200469439,"[0.0, 0.0, 0.0, 0.43080184409774563, 0.0, 0.0, 0.5691981559022544, 0.0]"
200469494,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
200469620,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200469842,"[0.5605919570439973, 0.0, 0.0, 0.10417695292827467, 0.33523109002772805, 0.0, 0.0, 0.0]"
200470155,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200472888,"[0.6179036745100343, 0.0, 0.0, 0.27830621710410036, 0.0, 0.0, 0.0, 0.10379010838586536]"
200474066,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200474431,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200474457,"[0.0, 0.0, 0.0, 0.07331514692319464, 0.6482798972503686, 0.0, 0.08027339446128028, 0.1981315613651563]"
200476517,"[0.0, 0.0, 0.9267086073072975, 0.07329139269270245, 0.0, 0.0, 0.0, 0.0]"
200476755,"[0.7185816877492772, 0.0, 0.0, 0.2009865345515609, 0.0, 0.0, 0.0, 0.08043177769916203]"
200477747,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200479722,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200479846,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200480696,"[0.0, 0.0, 0.0, 0.05072610063741551, 0.6507742425378621, 0.21075994756100908, 0.03391586569159619, 0.05382384357211721]"
200481786,"[0.0, 0.0, 0.0, 0.24230591454733572, 0.7576940854526643, 0.0, 0.0, 0.0]"
200483058,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200484333,"[0.0, 0.0, 0.0, 0.5375827936348437, 0.0, 0.0, 0.0, 0.46241720636515626]"
200485293,"[0.0, 0.0, 0.0, 0.11725122560185616, 0.12668162995664137, 0.7349783127582374, 0.0, 0.021088831683264975]"
200486106,"[0.0, 0.0, 0.0, 0.46927031654988177, 0.0, 0.0, 0.2904430154250409, 0.24028666802507723]"
200486167,"[0.24090369560733776, 0.3842259791615004, 0.0, 0.17737369728868785, 0.0, 0.0, 0.06986505624344395, 0.12763157169903003]"
200487395,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200488048,"[0.6188874998341077, 0.0, 0.0, 0.06516673284235916, 0.0, 0.0, 0.0, 0.3159457673235331]"
200489039,"[0.0, 0.41504230776165696, 0.0, 0.06150887878242832, 0.24368145029114693, 0.0, 0.17933262939247765, 0.10043473377229006]"
200489663,"[0.10643465786700902, 0.0, 0.7634095804447959, 0.020694606537382927, 0.059959661497668515, 0.0, 0.0, 0.04950149365314358]"
200490665,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200495507,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9217107169882327, 0.07828928301176735]"
200496222,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8623319135694946, 0.13766808643050552]"
200497584,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
200498068,"[0.0, 0.8756704218333208, 0.0, 0.0221000366901054, 0.0, 0.0, 0.03968051756876713, 0.06254902390780678]"
200498126,"[0.0, 0.0, 0.0, 0.022362475933696297, 0.10639312865094291, 0.8572592133552976, 0.0, 0.013985182060063066]"
200499421,"[0.0, 0.0, 0.0, 0.18320280836905994, 0.8167971916309401, 0.0, 0.0, 0.0]"
200499638,"[0.3235985074469282, 0.0, 0.0, 0.10917300584791247, 0.0, 0.0, 0.0, 0.5672284867051594]"
200501067,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5183782251040089, 0.4816217748959911]"
200503206,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200503321,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200504764,"[0.383666576671563, 0.0, 0.0, 0.3154555934995211, 0.3008778298289158, 0.0, 0.0, 0.0]"
200505332,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200506071,"[0.0, 0.0, 0.0, 0.4242073469198553, 0.2111250081543973, 0.0, 0.19189621611718535, 0.17277142880856208]"
200506840,"[0.3445503969429657, 0.35048722359640067, 0.0, 0.047631769272217524, 0.0, 0.0, 0.0673828462397286, 0.18994776394868765]"
200506974,"[0.0, 0.0, 0.0, 0.4489398335105456, 0.0, 0.0, 0.44441660309662884, 0.10664356339282567]"
200509130,"[0.0, 0.10738972824185196, 0.2807596614758248, 0.03662007301650317, 0.0, 0.0, 0.43619943983558523, 0.1390310974302348]"
200510250,"[0.7273788576824612, 0.0, 0.0, 0.27262114231753887, 0.0, 0.0, 0.0, 0.0]"
200510622,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200511129,"[0.2099004735788656, 0.0, 0.0, 0.12927410084774532, 0.5424238207127874, 0.0, 0.11840160486060185, 0.0]"
200512132,"[0.5268644033242785, 0.0, 0.0, 0.020142042111031898, 0.0, 0.0, 0.0, 0.4529935545646894]"
200512250,"[0.0, 0.0, 0.0, 0.5396888790441894, 0.0, 0.0, 0.0, 0.4603111209558107]"
